lemma	pos	frequency	source	class	subclass
kurdunu kırmak	VERB	1	tubitak	Education & Language	idioms
kürek kadar dili olmak	VERB	1	video	Education & Language	idioms
kuru başına kalmak	VERB	1	tubitak	Education & Language	idioms
kuru gürültüye pabuç bırakmamak	VERB	1	literature	Education & Language	idioms
kuru tahtada kalmak	VERB	1	video	Education & Language	idioms
kurum kurum kurulmak	VERB	1	tubitak	Education & Language	idioms
kürünü öldürmek	VERB	1	literature	Education & Language	idioms
kuş kanadıyla gitmek	VERB	1	video	Education & Language	idioms
kuş sütü ile beslemek	VERB	1	literature	Education & Language	idioms
kütüğe geçirmek	VERB	1	meb	Education & Language	idioms
kuzu kesilmek	VERB	1	literature	Education & Language	idioms
laçka etmek	VERB	1	video	Education & Language	idioms
laçka olmak	VERB	1	video	Education & Language	idioms
lades tutuşmak	VERB	1	video	Education & Language	idioms
laf çakmak	VERB	1	video	Education & Language	idioms
laf dokundurmak	VERB	1	literature	Education & Language	idioms
laf olsun âdet yerini bulsun	NA	1	meb	Education & Language	idioms
laf oturtmak	VERB	1	literature	Education & Language	idioms
laf söyledi bal kabağı!	NA	1	tubitak	Education & Language	idioms
laf yakıştırmak	VERB	1	literature	Education & Language	idioms
lafı ağzında bırakmak	VERB	1	tubitak	Education & Language	idioms
lafı ağzında gevelemek	VERB	1	video	Education & Language	idioms
lafı bağlamak	VERB	1	video	Education & Language	idioms
lafı balla kesmek	VERB	1	video	Education & Language	idioms
lafı değiştirmek	VERB	1	literature	Education & Language	idioms
lafı dolandırmak	VERB	1	video	Education & Language	idioms
lafı döndürüp dolaştırmak	VERB	1	literature	Education & Language	idioms
lafı kısa kesmek	VERB	1	meb	Education & Language	idioms
lafı sulandırmak	VERB	1	tubitak	Education & Language	idioms
lafını yedirmek	VERB	1	video	Education & Language	idioms
lağımla atmak	VERB	1	literature	Violence & Conflict	violence
lahavle okumak	VERB	1	literature	Education & Language	idioms
lakırtı etmek	VERB	1	video	Education & Language	idioms
lakırtı taşımak	VERB	1	tubitak	Education & Language	idioms
lakırtı yetiştirmek	VERB	1	tubitak	Education & Language	idioms
lamelif çizmek	VERB	1	meb	Education & Language	idioms
lapa gibi	NA	1	video	Education & Language	idioms
larp diye	NA	1	video	Education & Language	idioms
layığını bulmak	VERB	1	video	Education & Language	idioms
leke getirmek	VERB	1	video	Education & Language	idioms
leke sürmek	VERB	1	literature	Education & Language	idioms
leş gibi serilmek	VERB	1	video	Education & Language	idioms
lezzetini çıkarmak	VERB	1	video	Education & Language	idioms
lügat paralamak	VERB	1	literature	Education & Language	idioms
maaşa geçmek	VERB	1	literature	Work & Economy	occupations
madalyonun ters tarafı	NA	1	video	Education & Language	idioms
madalyonun tersi	NA	1	video	Education & Language	idioms
madara etmek	VERB	1	video	Education & Language	idioms
madara olmak	VERB	1	video	Education & Language	idioms
mahal kalmamak	VERB	1	literature	Education & Language	idioms
mahal yok	NA	1	tubitak	Education & Language	idioms
maharet kazanmak	VERB	1	literature	Education & Language	idioms
mahcup etmek	VERB	1	video	Emotions & Mental Processes	emotions
mahcup kalmak	VERB	1	literature	Education & Language	idioms
mahkûm etmek	VERB	1	video|literature	Transportation, Travel & Safety	safety rules
mahkûm olmak	VERB	1	meb|video|literature	Transportation, Travel & Safety	safety rules
mahzur doğurmak	VERB	1	literature	Education & Language	idioms
mahzur görmek	VERB	1	literature	Education & Language	idioms
makara çekmek	VERB	1	tubitak	Education & Language	idioms
makas değiştirmek	VERB	1	video	Education & Language	idioms
makineli tüfek gibi	NA	1	video	Education & Language	idioms
maksat gütmek	VERB	1	literature	Education & Language	idioms
mal meydanda	NA	1	literature	Education & Language	idioms
malı götürmek	VERB	1	literature	Education & Language	idioms
malum değil	NA	1	video	Education & Language	idioms
mana vermek	VERB	1	literature	Education & Language	idioms
manda gibi yayılmak	VERB	1	tubitak	Education & Language	idioms
mandepsiye düşürmek	VERB	1	video	Education & Language	idioms
maneviyatı bozulmak	VERB	1	tubitak	Emotions & Mental Processes	emotions
maneviyatı kırılmak	VERB	1	literature	Emotions & Mental Processes	emotions
mangal gibi yüreği olmak	VERB	1	video	Education & Language	idioms
mâni düzmek	VERB	1	literature	Literature & Publishing	poetry
mâni yakmak	VERB	1	video	Literature & Publishing	poetry
manken gibi	NA	1	literature	Personality, Values & Behavior	appearance
mantar gibi bitmek	VERB	1	tubitak	Education & Language	idioms
marifetini göstermek	VERB	1	video	Personality, Values & Behavior	behavior
mart havası gibi	NA	1	tubitak	Personality, Values & Behavior	personality
martaval atmak	VERB	1	tubitak	Education & Language	idioms
martaval okumak	VERB	1	tubitak	Education & Language	idioms
maruz olmak	VERB	1	meb	Other	other
maskara etmek	VERB	1	video	Education & Language	idioms
maskesini atmak	VERB	1	literature	Education & Language	idioms
maskesini kaldırmak	VERB	1	literature	Education & Language	idioms
matem tutmak	VERB	1	literature	Education & Language	idioms
matiz olmak	VERB	1	video	Education & Language	idioms
matrağa almak	VERB	1	video	Education & Language	idioms
maval okumak	VERB	1	video	Education & Language	idioms
mavi boncuk dağıtmak	VERB	1	meb	Education & Language	idioms
mavra atmak	VERB	1	video	Education & Language	idioms
mayın dökmek	VERB	1	meb	Emotions & Mental Processes	action
mayna etmek	VERB	1	video	Education & Language	idioms
maytap geçmek	VERB	1	literature	Education & Language	idioms
mecali kalmamak	VERB	1	literature	Education & Language	idioms
medar olmak	VERB	1	video	Education & Language	idioms
mehtaba çıkmak	VERB	1	literature	Education & Language	idioms
mekik atmak	VERB	1	tubitak	Education & Language	idioms
mektebi asmak	VERB	1	literature	Education & Language	school
menzil atmak	VERB	1	video|literature	Education & Language	idioms
merakına dokunmak	VERB	1	video	Emotions & Mental Processes	emotions
meramını anlatmak	VERB	1	literature	Other	other
mesafe almak	VERB	1	literature	Education & Language	idioms
meşakkate katlanmak	VERB	1	meb	Personality, Values & Behavior	behavior
meşk almak	VERB	1	literature	Education & Language	idioms
meskût kalmak	VERB	1	literature	Emotions & Mental Processes	emotions
mesleğinin erbabı olmak	VERB	1	tubitak	Work & Economy	occupations
mesleğinin eri olmak	VERB	1	tubitak	Work & Economy	occupations
mesleki eğitim	NOUN	1	meb	Work & Economy	occupations
meşru sayılmak	VERB	1	tubitak	Education & Language	idioms
mesul tutmak	VERB	1	video	People & Relationships	responsibilities
mesuliyet almak	VERB	1	meb	People & Relationships	responsibilities
meydan açmak	VERB	1	literature	Education & Language	idioms
meydana vurmak	VERB	1	literature	Other	other
meydanı (bir şeye) bırakmak	VERB	1	video	Education & Language	idioms
meydanı boş bulmak	VERB	1	video	Education & Language	idioms
mezada çıkarmak	VERB	1	literature	Personal Care & Consumer Life	shopping
miadı dolmak	VERB	1	video	Other	other
midesi ekşimek	VERB	1	literature	Health & Medicine	diseases
midesi ezilmek	VERB	1	meb	Health & Medicine	diseases
midesi götürmemek	VERB	1	tubitak	Education & Language	idioms
midesi yanmak	VERB	1	literature	Education & Language	idioms
mikrofona koymak	VERB	1	literature	Other	other
mikroskop altına almak	VERB	1	tubitak	Education & Language	idioms
mikroskop altına koymak	VERB	1	tubitak|literature	Education & Language	idioms
mil yapmak	VERB	1	video	Transportation, Travel & Safety	travel
milim şaşmamak	VERB	1	literature	Education & Language	idioms
minderden kaçmak	VERB	1	literature	Education & Language	idioms
minnet altında kalmamak	VERB	1	video	Emotions & Mental Processes	emotions
mirasa konmak	VERB	1	literature	Education & Language	idioms
misafir gibi oturmak	VERB	1	saha	Education & Language	idioms
mobil bankacılık	NOUN	1	meb	Work & Economy	financial concepts
morga kaldırmak	VERB	1	video	Education & Language	idioms
mosmor kesilmek	VERB	1	literature	Education & Language	idioms
mostra olmak	VERB	1	tubitak	Education & Language	idioms
muaf tutmak	VERB	1	literature	Education & Language	idioms
muammer olmak	VERB	1	literature	Education & Language	idioms
mübah görmek	VERB	1	literature	Other	other
mübah saymak	VERB	1	literature	Other	other
muhafaza altına almak	VERB	1	literature	Education & Language	idioms
muhakeme etmek	VERB	1	literature	Emotions & Mental Processes	intelligence and reasoning
müjde koşturmak	VERB	1	video	Education & Language	idioms
mukabele okumak	VERB	1	video	History, Politics & Religion	religion
mukabelede bulunmak	VERB	1	literature	Personality, Values & Behavior	behavior
mukavemeti kırılmak	VERB	1	video	Education & Language	idioms
muma döndürmek	VERB	1	tubitak	Education & Language	idioms
münasebet almak	VERB	1	video	Education & Language	idioms
muradı gözünde kalmak	VERB	1	literature	Education & Language	idioms
mürekkep olmak	VERB	1	literature	Education & Language	idioms
müsaade buyurmak	VERB	1	literature	Education & Language	idioms
müsaade etmek	VERB	1	video	Personality, Values & Behavior	behavior
müsamaha etmek	VERB	1	meb	Personality, Values & Behavior	tolerance
müstahak olmak	VERB	1	literature	Education & Language	idioms
nabız almak	VERB	1	tubitak	Education & Language	idioms
nabzı atmak	VERB	1	literature	Education & Language	idioms
nabzını tutmak	VERB	1	meb	Health & Medicine	medicine
nafaka bağlanmak	VERB	1	video	Work & Economy	financial concepts
nağme yapmak	VERB	1	video	Arts, Media & Entertainment	music
nal toplamak	VERB	1	meb	Education & Language	idioms
nam almak	VERB	1	literature	Education & Language	idioms
namaz niyaz	NOUN	1	literature	History, Politics & Religion	religion
namı nişanı kalmamak	VERB	1	video	Education & Language	idioms
nanik yapmak	VERB	1	literature	Education & Language	idioms
narh koymak	VERB	1	meb	Education & Language	idioms
nazire yapmak	VERB	1	tubitak	Education & Language	idioms
nazına katlanmak	VERB	1	meb	Education & Language	idioms
ne altını bırakmak ne üstünü	NA	1	tubitak	Education & Language	idioms
ne mal olduğunu anlamak	VERB	1	video	Education & Language	idioms
ne oldum delisi olmak	VERB	1	video	Education & Language	idioms
nefesi durmak	VERB	1	literature	Health & Medicine	medicine
nefret duymak	VERB	1	literature	Emotions & Mental Processes	emotions
nefsine uymak	VERB	1	video	Education & Language	idioms
neşter vurmak	VERB	1	tubitak	Education & Language	idioms
neye uğradığını anlamamak	VERB	1	video	Education & Language	idioms
neye uğradığını şaşırmak	VERB	1	literature	Education & Language	idioms
nezarete almak	VERB	1	literature	Emotions & Mental Processes	action
nifak sokmak	VERB	1	literature	Education & Language	idioms
nikâh kıymak	VERB	1	literature	History, Politics & Religion	special days
nispet vermek	VERB	1	video	Education & Language	idioms
nispet yapmak	VERB	1	literature	Education & Language	idioms
nispeti olmak	VERB	1	literature	Other	other
niyet tutmak	VERB	1	literature	Education & Language	idioms
nöbet çalmak	VERB	1	video	Education & Language	idioms
noksan bulmak	VERB	1	literature	Education & Language	idioms
noktasına virgülüne dokunmadan	NA	1	meb	Education & Language	idioms
nostalji uyandırmak	VERB	1	tubitak	Emotions & Mental Processes	emotions
not atmak	VERB	1	video	Education & Language	idioms
nüfusunu çıkarmak	VERB	1	tubitak	Other	other
nükte yapmak	VERB	1	literature	Education & Language	idioms
o mahalle senin bu mahalle benim	NA	1	video	Education & Language	idioms
